state,zip,plan_letter,carrier_name,rate_type,gender,age,monthly_premium
NC,27713,G,American Benefit Life Insurance Company,ATTAINED_AGE,M,85,353.54
NC,27713,G,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,M,85,354.77
NC,27713,G,Aetna Health Insurance Company,ATTAINED_AGE,M,85,357.19
NC,27713,G,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,M,85,359.27
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,M,85,363.85
NC,27713,G,Heartland National Life Insurance Company,ATTAINED_AGE,M,85,373.65
NC,27713,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,M,85,373.92
NC,27713,G,USAA Life Insurance Company,ATTAINED_AGE,M,85,379.1
NC,27713,G,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,M,85,388.13
NC,27713,G,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,M,85,401.26
NC,27713,G,BlueCross BlueShield of North Carolina,ATTAINED_AGE,M,85,403.75
NC,27713,G,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,M,85,407.45
NC,27713,G,AFLAC,ATTAINED_AGE,M,85,408.67
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,M,85,458.89
NC,27713,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,M,85,492.21
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,M,85,524.15
NC,27713,G,United American Insurance Company,ATTAINED_AGE,M,85,525
NC,27713,G,GPM Health and Life Insurance Company,ATTAINED_AGE,M,85,530.36
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,M,85,566.55
NC,27713,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,M,85,650.33
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,M,85,1007.59
NC,27713,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,F,85,196.82
NC,27713,G,"Physicians Mutual Insurance Company, Inc. (Innovative)",ATTAINED_AGE,F,85,231.81
NC,27713,G,Lumos Insurance,ATTAINED_AGE,F,85,241.62
NC,27713,G,Medico Insurance Company (Preferred),ATTAINED_AGE,F,85,242.87
NC,27713,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,F,85,245.41
NC,27713,G,Old Surety Life Insurance Company,ISSUE_AGE,F,85,251.8
NC,27713,G,Nassau Life Insurance Company,ATTAINED_AGE,F,85,259.96
NC,27713,G,Medico Insurance Company (Standard I),ATTAINED_AGE,F,85,267.15
NC,27713,G,Insurance Company of North America,ATTAINED_AGE,F,85,268.33
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,F,85,272.5
NC,27713,G,Erie Family Life Insurance Company,ATTAINED_AGE,F,85,275.57
NC,27713,G,Globe Life and Accident Insurance Company,ATTAINED_AGE,F,85,278
NC,27713,G,HealthSpring Insurance Company,ATTAINED_AGE,F,85,285.34
NC,27713,G,LifeShield National Insurance Company,ATTAINED_AGE,F,85,288.39
NC,27713,G,WoodmenLife,ATTAINED_AGE,F,85,295.42
NC,27713,G,Medico Insurance Company (Standard II),ATTAINED_AGE,F,85,303.58
NC,27713,G,American Benefit Life Insurance Company,ATTAINED_AGE,F,85,307.43
NC,27713,G,Aetna Health Insurance Company,ATTAINED_AGE,F,85,310.71
NC,27713,G,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,F,85,317.94
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,F,85,322.2
NC,27713,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,F,85,322.24
NC,27713,G,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,F,85,322.54
NC,27713,G,Heartland National Life Insurance Company,ATTAINED_AGE,F,85,324.92
NC,27713,G,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,F,85,337.52
NC,27713,G,BlueCross BlueShield of North Carolina,ATTAINED_AGE,F,85,353
NC,27713,G,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,F,85,354.3
NC,27713,G,AFLAC,ATTAINED_AGE,F,85,356.77
NC,27713,G,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,F,85,363.04
NC,27713,G,USAA Life Insurance Company,ATTAINED_AGE,F,85,379.1
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,F,85,413.01
NC,27713,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,F,85,428.01
NC,27713,G,United American Insurance Company,ATTAINED_AGE,F,85,456
NC,27713,G,GPM Health and Life Insurance Company,ATTAINED_AGE,F,85,461.2
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,F,85,464.65
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,F,85,509.87
NC,27713,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,F,85,580.66
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,F,85,893.04
NC,27713,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,M,90,258.3
NC,27713,G,"Physicians Mutual Insurance Company, Inc. (Innovative)",ATTAINED_AGE,M,90,289.18
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,M,90,307.5
NC,27713,G,Lumos Insurance,ATTAINED_AGE,M,90,308.04
NC,27713,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,M,90,322.16
NC,27713,G,Old Surety Life Insurance Company,ISSUE_AGE,M,90,335.11
NC,27713,G,Globe Life and Accident Insurance Company,ATTAINED_AGE,M,90,344
NC,27713,G,Medico Insurance Company (Preferred),ATTAINED_AGE,M,90,348.05
NC,27713,G,Erie Family Life Insurance Company,ATTAINED_AGE,M,90,364.59
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,M,90,375.23
NC,27713,G,Nassau Life Insurance Company,ATTAINED_AGE,M,90,377.95
NC,27713,G,Insurance Company of North America,ATTAINED_AGE,M,90,378
NC,27713,G,USAA Life Insurance Company,ATTAINED_AGE,M,90,379.1
NC,27713,G,Medico Insurance Company (Standard I),ATTAINED_AGE,M,90,382.86
NC,27713,G,HealthSpring Insurance Company,ATTAINED_AGE,M,90,395.4
NC,27713,G,LifeShield National Insurance Company,ATTAINED_AGE,M,90,400.07
NC,27713,G,BlueCross BlueShield of North Carolina,ATTAINED_AGE,M,90,403.75
NC,27713,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,M,90,409.19
NC,27713,G,Aetna Health Insurance Company,ATTAINED_AGE,M,90,410.25
NC,27713,G,WoodmenLife,ATTAINED_AGE,M,90,417.82
NC,27713,G,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,M,90,428.74
NC,27713,G,Heartland National Life Insurance Company,ATTAINED_AGE,M,90,430.25
NC,27713,G,Medico Insurance Company (Standard II),ATTAINED_AGE,M,90,435.07
NC,27713,G,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,M,90,436.85
NC,27713,G,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,M,90,443.79
NC,27713,G,American Benefit Life Insurance Company,ATTAINED_AGE,M,90,445.53
NC,27713,G,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,M,90,452.89
NC,27713,G,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,M,90,481.95
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,M,90,524.15
NC,27713,G,United American Insurance Company,ATTAINED_AGE,M,90,525
NC,27713,G,AFLAC,ATTAINED_AGE,M,90,553.33
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,M,90,559.39
NC,27713,G,GPM Health and Life Insurance Company,ATTAINED_AGE,M,90,566.27
NC,27713,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,M,90,593.09
NC,27713,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,M,90,664.1
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,M,90,690.62
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,M,90,1038.88
NC,27713,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,F,90,225.09
NC,27713,G,"Physicians Mutual Insurance Company, Inc. (Innovative)",ATTAINED_AGE,F,90,261.64
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,F,90,272.5
NC,27713,G,Lumos Insurance,ATTAINED_AGE,F,90,280.01
NC,27713,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,F,90,280.65
NC,27713,G,Old Surety Life Insurance Company,ISSUE_AGE,F,90,291.4
NC,27713,G,Medico Insurance Company (Preferred),ATTAINED_AGE,F,90,302.65
NC,27713,G,Erie Family Life Insurance Company,ATTAINED_AGE,F,90,317
NC,27713,G,Globe Life and Accident Insurance Company,ATTAINED_AGE,F,90,320
NC,27713,G,Nassau Life Insurance Company,ATTAINED_AGE,F,90,328.82
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,F,90,332.29
NC,27713,G,Medico Insurance Company (Standard I),ATTAINED_AGE,F,90,332.92
NC,27713,G,Insurance Company of North America,ATTAINED_AGE,F,90,334.58
NC,27713,G,HealthSpring Insurance Company,ATTAINED_AGE,F,90,343.82
NC,27713,G,LifeShield National Insurance Company,ATTAINED_AGE,F,90,347.89
NC,27713,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,F,90,350.12
NC,27713,G,BlueCross BlueShield of North Carolina,ATTAINED_AGE,F,90,353
NC,27713,G,Aetna Health Insurance Company,ATTAINED_AGE,F,90,356.77
NC,27713,G,WoodmenLife,ATTAINED_AGE,F,90,363.32
NC,27713,G,Heartland National Life Insurance Company,ATTAINED_AGE,F,90,374.13
NC,27713,G,Medico Insurance Company (Standard II),ATTAINED_AGE,F,90,378.32
NC,27713,G,USAA Life Insurance Company,ATTAINED_AGE,F,90,379.1
NC,27713,G,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,F,90,379.42
NC,27713,G,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,F,90,385.9
NC,27713,G,American Benefit Life Insurance Company,ATTAINED_AGE,F,90,387.42
NC,27713,G,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,F,90,397.12
NC,27713,G,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,F,90,409.75
NC,27713,G,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,F,90,419.1
NC,27713,G,United American Insurance Company,ATTAINED_AGE,F,90,456
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,F,90,464.65
NC,27713,G,AFLAC,ATTAINED_AGE,F,90,483.06
NC,27713,G,GPM Health and Life Insurance Company,ATTAINED_AGE,F,90,492.41
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,F,90,503.45
NC,27713,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,F,90,515.73
NC,27713,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,F,90,592.95
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,F,90,621.54
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,F,90,920.79
NC,27713,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,M,95,284.15
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,M,95,307.5
NC,27713,G,"Physicians Mutual Insurance Company, Inc. (Innovative)",ATTAINED_AGE,M,95,320.85
NC,27713,G,Old Surety Life Insurance Company,ISSUE_AGE,M,95,335.11
NC,27713,G,Lumos Insurance,ATTAINED_AGE,M,95,348.49
NC,27713,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,M,95,354.4
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,M,95,375.23
NC,27713,G,Globe Life and Accident Insurance Company,ATTAINED_AGE,M,95,379
NC,27713,G,USAA Life Insurance Company,ATTAINED_AGE,M,95,379.1
NC,27713,G,Erie Family Life Insurance Company,ATTAINED_AGE,M,95,402.59
NC,27713,G,BlueCross BlueShield of North Carolina,ATTAINED_AGE,M,95,403.75
NC,27713,G,Aetna Health Insurance Company,ATTAINED_AGE,M,95,410.25
NC,27713,G,Medico Insurance Company (Preferred),ATTAINED_AGE,M,95,433.74
NC,27713,G,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,M,95,436.85
NC,27713,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,M,95,440.22
NC,27713,G,HealthSpring Insurance Company,ATTAINED_AGE,M,95,458.37
NC,27713,G,Nassau Life Insurance Company,ATTAINED_AGE,M,95,467.25
NC,27713,G,Insurance Company of North America,ATTAINED_AGE,M,95,470.83
NC,27713,G,LifeShield National Insurance Company,ATTAINED_AGE,M,95,475.4
NC,27713,G,Medico Insurance Company (Standard I),ATTAINED_AGE,M,95,477.11
NC,27713,G,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,M,95,482.69
NC,27713,G,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,M,95,489.99
NC,27713,G,WoodmenLife,ATTAINED_AGE,M,95,491.58
NC,27713,G,Heartland National Life Insurance Company,ATTAINED_AGE,M,95,492.72
NC,27713,G,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,M,95,502.48
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,M,95,524.15
NC,27713,G,United American Insurance Company,ATTAINED_AGE,M,95,525
NC,27713,G,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,M,95,537.43
NC,27713,G,American Benefit Life Insurance Company,ATTAINED_AGE,M,95,539.82
NC,27713,G,Medico Insurance Company (Standard II),ATTAINED_AGE,M,95,542.17
NC,27713,G,GPM Health and Life Insurance Company,ATTAINED_AGE,M,95,582.6
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,M,95,618.23
NC,27713,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,M,95,664.1
NC,27713,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,M,95,687.56
NC,27713,G,AFLAC,ATTAINED_AGE,M,95,738.03
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,M,95,763.24
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,M,95,1038.88
NC,27713,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,F,95,247.61
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,F,95,272.5
NC,27713,G,"Physicians Mutual Insurance Company, Inc. (Innovative)",ATTAINED_AGE,F,95,290.29
NC,27713,G,Old Surety Life Insurance Company,ISSUE_AGE,F,95,291.4
NC,27713,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,F,95,308.74
NC,27713,G,Lumos Insurance,ATTAINED_AGE,F,95,316.82
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Standard),COMMUNITY_RATED,F,95,332.29
NC,27713,G,Erie Family Life Insurance Company,ATTAINED_AGE,F,95,350.04
NC,27713,G,BlueCross BlueShield of North Carolina,ATTAINED_AGE,F,95,353
NC,27713,G,Globe Life and Accident Insurance Company,ATTAINED_AGE,F,95,353
NC,27713,G,Aetna Health Insurance Company,ATTAINED_AGE,F,95,356.77
NC,27713,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,F,95,375.11
NC,27713,G,Medico Insurance Company (Preferred),ATTAINED_AGE,F,95,377.16
NC,27713,G,USAA Life Insurance Company,ATTAINED_AGE,F,95,379.1
NC,27713,G,New Era Life Insurance Company of the Midwest,ATTAINED_AGE,F,95,397.12
NC,27713,G,HealthSpring Insurance Company,ATTAINED_AGE,F,95,398.59
NC,27713,G,Nassau Life Insurance Company,ATTAINED_AGE,F,95,406.5
NC,27713,G,LifeShield National Insurance Company,ATTAINED_AGE,F,95,413.39
NC,27713,G,Medico Insurance Company (Standard I),ATTAINED_AGE,F,95,414.88
NC,27713,G,Insurance Company of North America,ATTAINED_AGE,F,95,416.75
NC,27713,G,Mutual of Omaha (Omaha Insurance Company),ATTAINED_AGE,F,95,426.07
NC,27713,G,"Humana (Humana Benefit Plan of Illinois, Inc.)",ATTAINED_AGE,F,95,427.16
NC,27713,G,WoodmenLife,ATTAINED_AGE,F,95,427.46
NC,27713,G,Heartland National Life Insurance Company,ATTAINED_AGE,F,95,428.45
NC,27713,G,"Physicians Mutual Insurance Company, Inc.",ATTAINED_AGE,F,95,454.62
NC,27713,G,United American Insurance Company,ATTAINED_AGE,F,95,456
NC,27713,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,F,95,464.65
NC,27713,G,Humana Achieve (CompBenefits Insurance Company),ATTAINED_AGE,F,95,467.33
NC,27713,G,American Benefit Life Insurance Company,ATTAINED_AGE,F,95,469.4
NC,27713,G,Medico Insurance Company (Standard II),ATTAINED_AGE,F,95,471.45
NC,27713,G,GPM Health and Life Insurance Company,ATTAINED_AGE,F,95,506.62
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,F,95,556.4
NC,27713,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,F,95,592.95
NC,27713,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,F,95,597.88
NC,27713,G,AFLAC,ATTAINED_AGE,F,95,644.3
NC,27713,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,F,95,686.92
NC,27713,G,AARP - UnitedHealthcare Insurance Company of America (Level 2),COMMUNITY_RATED,F,95,920.79
TX,75201,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,M,65,143.03
TX,75201,G,Texas Farm Bureau Health Plans,ATTAINED_AGE,M,65,157
TX,75201,G,Physicians Select Insurance Company (Innovative),ATTAINED_AGE,M,65,164.23
TX,75201,G,New Era Life Insurance Company,ATTAINED_AGE,M,65,168.24
TX,75201,G,Nassau Life Insurance Company,ATTAINED_AGE,M,65,170.4
TX,75201,G,Medico Life and Health Insurance Company (Preferred),ATTAINED_AGE,M,65,173.47
TX,75201,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,M,65,180.51
TX,75201,G,LifeShield National Insurance Company,ATTAINED_AGE,M,65,183.18
TX,75201,G,Lumos Insurance,ATTAINED_AGE,M,65,183.98
TX,75201,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,M,65,186.3
TX,75201,G,Insurance Company of North America,ATTAINED_AGE,M,65,187.33
TX,75201,G,Medico Life and Health Insurance Company (Standard I),ATTAINED_AGE,M,65,190.82
TX,75201,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,M,65,192.95
TX,75201,G,HealthSpring Insurance Company,ATTAINED_AGE,M,65,198.49
TX,75201,G,USAA Life Insurance Company,ATTAINED_AGE,M,65,198.73
TX,75201,G,Physicians Select Insurance Company,ATTAINED_AGE,M,65,202.69
TX,75201,G,WoodmenLife,ATTAINED_AGE,M,65,206.36
TX,75201,G,AFLAC,ATTAINED_AGE,M,65,206.65
TX,75201,G,Old Surety Life Insurance Company,ISSUE_AGE,M,65,207.25
TX,75201,G,Wisconsin Physicians Service Insurance Corporation,ATTAINED_AGE,M,65,213.01
TX,75201,G,American Benefit Life Insurance Company,ATTAINED_AGE,M,65,214.43
TX,75201,G,BlueCross BlueShield of Texas,ATTAINED_AGE,M,65,214.57
TX,75201,G,Medico Life and Health Insurance Company (Standard II),ATTAINED_AGE,M,65,216.84
TX,75201,G,United American Insurance Company,ATTAINED_AGE,M,65,218
TX,75201,G,Humana (Emphesys Insurance Company),ATTAINED_AGE,M,65,218.92
TX,75201,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,M,65,229.75
TX,75201,G,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,M,65,239.56
TX,75201,G,Mutual of Omaha (Mutual of Omaha Insurance Company),ATTAINED_AGE,M,65,247.98
TX,75201,G,Aetna Health Insurance Company,ATTAINED_AGE,M,65,259.98
TX,75201,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,M,65,284.94
TX,75201,G,GPM Health and Life Insurance Company,ATTAINED_AGE,M,65,296.44
TX,75201,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,M,65,297.73
TX,75201,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,M,65,734.56
TX,75201,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,F,65,124.65
TX,75201,G,Texas Farm Bureau Health Plans,ATTAINED_AGE,F,65,140.58
TX,75201,G,Nassau Life Insurance Company,ATTAINED_AGE,F,65,148.25
TX,75201,G,Physicians Select Insurance Company (Innovative),ATTAINED_AGE,F,65,148.59
TX,75201,G,Medico Life and Health Insurance Company (Preferred),ATTAINED_AGE,F,65,150.84
TX,75201,G,New Era Life Insurance Company,ATTAINED_AGE,F,65,152.95
TX,75201,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,F,65,157.26
TX,75201,G,LifeShield National Insurance Company,ATTAINED_AGE,F,65,159.29
TX,75201,G,Insurance Company of North America,ATTAINED_AGE,F,65,165.75
TX,75201,G,Medico Life and Health Insurance Company (Standard I),ATTAINED_AGE,F,65,165.93
TX,75201,G,Lumos Insurance,ATTAINED_AGE,F,65,167.28
TX,75201,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,F,65,167.77
TX,75201,G,HealthSpring Insurance Company,ATTAINED_AGE,F,65,172.6
TX,75201,G,WoodmenLife,ATTAINED_AGE,F,65,179.44
TX,75201,G,AFLAC,ATTAINED_AGE,F,65,180.41
TX,75201,G,Physicians Select Insurance Company,ATTAINED_AGE,F,65,183.38
TX,75201,G,American Benefit Life Insurance Company,ATTAINED_AGE,F,65,186.47
TX,75201,G,Old Surety Life Insurance Company,ISSUE_AGE,F,65,188.41
TX,75201,G,Medico Life and Health Insurance Company (Standard II),ATTAINED_AGE,F,65,188.56
TX,75201,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,F,65,188.87
TX,75201,G,United American Insurance Company,ATTAINED_AGE,F,65,189
TX,75201,G,BlueCross BlueShield of Texas,ATTAINED_AGE,F,65,191.59
TX,75201,G,Wisconsin Physicians Service Insurance Corporation,ATTAINED_AGE,F,65,193.64
TX,75201,G,Humana (Emphesys Insurance Company),ATTAINED_AGE,F,65,196.63
TX,75201,G,USAA Life Insurance Company,ATTAINED_AGE,F,65,198.73
TX,75201,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,F,65,206.88
TX,75201,G,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,F,65,212.11
TX,75201,G,Mutual of Omaha (Mutual of Omaha Insurance Company),ATTAINED_AGE,F,65,215.65
TX,75201,G,Aetna Health Insurance Company,ATTAINED_AGE,F,65,225.99
TX,75201,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,F,65,254.41
TX,75201,G,GPM Health and Life Insurance Company,ATTAINED_AGE,F,65,257.77
TX,75201,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,F,65,258.9
TX,75201,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,F,65,650.86
TX,75201,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,M,70,150.26
TX,75201,G,Texas Farm Bureau Health Plans,ATTAINED_AGE,M,70,172.87
TX,75201,G,New Era Life Insurance Company,ATTAINED_AGE,M,70,174.65
TX,75201,G,Medico Life and Health Insurance Company (Preferred),ATTAINED_AGE,M,70,175.21
TX,75201,G,Physicians Select Insurance Company (Innovative),ATTAINED_AGE,M,70,175.23
TX,75201,G,Nassau Life Insurance Company,ATTAINED_AGE,M,70,179.19
TX,75201,G,Lumos Insurance,ATTAINED_AGE,M,70,189.6
TX,75201,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,M,70,189.64
TX,75201,G,LifeShield National Insurance Company,ATTAINED_AGE,M,70,189.7
TX,75201,G,Insurance Company of North America,ATTAINED_AGE,M,70,190.08
TX,75201,G,Medico Life and Health Insurance Company (Standard I),ATTAINED_AGE,M,70,192.73
TX,75201,G,HealthSpring Insurance Company,ATTAINED_AGE,M,70,204.45
TX,75201,G,WoodmenLife,ATTAINED_AGE,M,70,209.35
TX,75201,G,Old Surety Life Insurance Company,ISSUE_AGE,M,70,215.96
TX,75201,G,Physicians Select Insurance Company,ATTAINED_AGE,M,70,216.28
TX,75201,G,AFLAC,ATTAINED_AGE,M,70,218.52
TX,75201,G,Medico Life and Health Insurance Company (Standard II),ATTAINED_AGE,M,70,219.01
TX,75201,G,American Benefit Life Insurance Company,ATTAINED_AGE,M,70,220.54
TX,75201,G,Humana (Emphesys Insurance Company),ATTAINED_AGE,M,70,232.32
TX,75201,G,USAA Life Insurance Company,ATTAINED_AGE,M,70,234.09
TX,75201,G,Bankers Life (Underwritten by Washington National Insurance Company),ATTAINED_AGE,M,70,240.59
TX,75201,G,Wisconsin Physicians Service Insurance Corporation,ATTAINED_AGE,M,70,255.19
TX,75201,G,State Farm Mutual Automobile Insurance Company,ATTAINED_AGE,M,70,255.43
TX,75201,G,Mutual of Omaha (Mutual of Omaha Insurance Company),ATTAINED_AGE,M,70,262.86
TX,75201,G,AARP - UnitedHealthcare Insurance Company (Standard),COMMUNITY_RATED,M,70,263.32
TX,75201,G,BlueCross BlueShield of Texas,ATTAINED_AGE,M,70,270.6
TX,75201,G,Aetna Health Insurance Company,ATTAINED_AGE,M,70,275.64
TX,75201,G,United American Insurance Company,ATTAINED_AGE,M,70,277
TX,75201,G,Bankers Life (Underwritten by Washington National Insurance Company) (Substandard),ATTAINED_AGE,M,70,296.8
TX,75201,G,Guarantee Trust Life Insurance Company,ATTAINED_AGE,M,70,302.92
TX,75201,G,HealthSpring Insurance Company (Standard II),ATTAINED_AGE,M,70,306.68
TX,75201,G,GPM Health and Life Insurance Company,ATTAINED_AGE,M,70,322.25
TX,75201,G,AARP - UnitedHealthcare Insurance Company (Level 2),COMMUNITY_RATED,M,70,734.56
TX,75201,G,Atlantic Capital Life Assurance Company (Preferred),ATTAINED_AGE,F,70,130.96
TX,75201,G,Medico Life and Health Insurance Company (Preferred),ATTAINED_AGE,F,70,152.36
TX,75201,G,Texas Farm Bureau Health Plans,ATTAINED_AGE,F,70,154.94
TX,75201,G,Nassau Life Insurance Company,ATTAINED_AGE,F,70,155.89
TX,75201,G,Physicians Select Insurance Company (Innovative),ATTAINED_AGE,F,70,158.57
TX,75201,G,New Era Life Insurance Company,ATTAINED_AGE,F,70,158.77
TX,75201,G,LifeShield National Insurance Company,ATTAINED_AGE,F,70,164.95
TX,75201,G,Atlantic Capital Life Assurance Company (Standard),ATTAINED_AGE,F,70,165.22
TX,75201,G,Medico Life and Health Insurance Company (Standard I),ATTAINED_AGE,F,70,167.59
TX,75201,G,Insurance Company of North America,ATTAINED_AGE,F,70,168.25
TX,75201,G,Lumos Insurance,ATTAINED_AGE,F,70,172.27
